date,nav,nav_unit,live,total,invested,coupons,mquslva,ret
2022-06-06,119.89755920292225,1.2110864565951742,59,99,99,11.452058333333497,133.4023878901922,0.001262348323998408
2022-06-07,119.78335075161479,1.2099328358748969,59,99,99,11.452058333333497,135.15777237633156,-0.0009525502609620817
2022-06-08,119.80330184885632,1.2101343621096599,59,99,99,11.452058333333497,133.0592303598668,0.00016655985256996964
2022-06-09,119.12486583719375,1.2032814731029673,59,99,99,11.452058333333497,128.55017795924633,-0.005662915806097568
2022-06-10,118.90791529033613,1.1890791529033613,60,100,100,11.452058333333497,123.22989714553059,-0.011802990835537153
2022-06-13,117.37966721958824,1.1737966721958824,60,100,100,11.452058333333497,117.17114567699379,-0.012852366194600173
2022-06-14,117.20145407971874,1.1720145407971874,60,100,100,11.452058333333497,116.58191230929789,-0.0015182624392358068
2022-06-15,117.8409228243035,1.178409228243035,60,100,100,11.452058333333497,118.69621388203203,0.005456150263714266
2022-06-16,116.3591582646071,1.163591582646071,60,100,100,11.452058333333497,113.79699532675778,-0.012574278308272069
2022-06-17,117.47946524940664,1.163163022271353,61,101,101,11.452058333333497,114.08224403917129,-0.0003683082458739717
2022-06-21,118.4202986635865,1.1724782045899653,61,101,101,11.452058333333497,117.19295990155916,0.008008492481494267
2022-06-22,118.35946698526676,1.1718759107452155,61,101,101,11.452058333333497,116.99182964424391,-0.000513692998634907
2022-06-23,118.72973719806971,1.1755419524561357,61,101,101,11.452058333333497,118.2160691397555,0.003128353162058728
2022-06-24,120.98334987568344,1.1861112732910142,62,102,102,11.452058333333497,122.24841265390364,0.008991019684831514
2022-06-27,121.13254587686028,1.1875739791849047,62,102,102,11.452058333333497,121.74798482470021,0.001233194496020662
2022-06-28,120.1458265912556,1.1779002606985842,62,102,102,11.452058333333497,118.56271197243291,-0.008145781783598927
2022-06-29,120.10223380142605,1.1774728804061378,62,102,102,11.452058333333497,118.4219881292645,-0.00036283232690081935
2022-06-30,120.28188695428018,1.1792341858262763,62,102,102,12.192441666666848,117.05649828461442,0.0014958352327663071
2022-07-01,121.78885438046908,1.1824160619463018,63,103,103,12.192441666666848,118.61255159699047,0.002698256341505223
2022-07-05,121.85379985391982,1.1830466005234934,63,103,103,12.192441666666848,118.82623614553279,0.0005332628653180738
2022-07-06,122.0130222946282,1.1845924494624096,63,103,103,12.192441666666848,119.3501121534021,0.0013066678339062054
2022-07-07,122.71461680547078,1.1914040466550562,63,103,103,12.192441666666848,121.65850869504628,0.005750160906173196
2022-07-08,123.6982378642739,1.189406133310326,64,104,104,12.192441666666848,121.4926401196578,-0.0016769402037364323
2022-07-11,123.37226425706879,1.1862717717025846,64,104,104,12.192441666666848,119.46828095598153,-0.0026352324239475866
2022-07-12,123.17178382604274,1.184344075250411,64,104,104,12.192441666666848,117.86517171378243,-0.0016250040658110088
2022-07-13,122.92303097871317,1.181952220949165,64,104,104,12.192441666666848,117.0850257254516,-0.0020195603213873925
2022-07-14,122.75325824367461,1.1803197908045635,64,104,104,12.192441666666848,116.55257948577962,-0.001381130400762487
2022-07-15,124.47778140639623,1.1855026800609165,65,105,105,12.192441666666848,119.69790711201168,0.004391089005480575
2022-07-18,124.61112961018279,1.1867726629541218,65,105,105,12.192441666666848,118.21698331258368,0.0010712610899707986
2022-07-19,124.85721727115721,1.189116354963402,65,105,105,12.192441666666848,122.90048584848252,0.001974844957623345
2022-07-20,124.85406610086955,1.1890863438178052,65,105,105,12.192441666666848,123.91139621441208,-2.523819092348223e-05
2022-07-21,125.06169157133453,1.191063729250805,65,105,105,12.192441666666848,125.64040978214646,0.001662945204341515
2022-07-22,125.88773456851625,1.1876201374388327,66,106,106,12.192441666666848,123.91013479574693,-0.002891190225512541
2022-07-25,125.94868670732302,1.1881951576162548,66,106,106,12.192441666666848,124.1206190003252,0.00048417853427640267
2022-07-26,126.18165554396133,1.1903929768298238,66,106,106,12.192441666666848,121.90595742715512,0.0018497123132350524
2022-07-27,126.39957662185266,1.1924488360552137,66,106,106,12.192441666666848,126.71529162514557,0.0017270424686686159
2022-07-28,127.04935069816287,1.198578780171348,66,106,106,12.192441666666848,129.01388424425318,0.005140634910939079
2022-07-29,129.16287198149263,1.207129644686847,67,107,107,12.992533333333535,131.7608903194002,0.007134169782545774
2022-08-01,129.28033532857626,1.2082274329773481,67,107,107,12.992533333333535,131.1091120422493,0.0009094203719817173
2022-08-02,129.1518078734725,1.2070262418081543,67,107,107,12.992533333333535,129.63457839759235,-0.000994176374752409
2022-08-03,129.1840019067642,1.2073271206239644,67,107,107,12.992533333333535,132.92036161927584,0.00024927280401065843
2022-08-04,129.41951727774008,1.209528198857384,67,107,107,12.992533333333535,132.70902870015584,0.0018231001323667506
2022-08-05,130.34642955266398,1.2069113847468886,68,108,108,12.992533333333535,132.3132841320386,-0.002163499877859354
2022-08-08,130.56385980840486,1.2089246278556005,68,108,108,12.992533333333535,132.00048809623948,0.0016680952173917518
2022-08-09,130.58814720812384,1.209149511186332,68,108,108,12.992533333333535,131.03067396868363,0.00018601931464523602
2022-08-10,130.06081283551427,1.204266785514021,68,108,108,12.992533333333535,135.60582936719862,-0.004038148820422083
2022-08-11,130.01145763655813,1.2038097929310938,68,108,108,12.992533333333535,135.40466900167658,-0.00037947786024183916
2022-08-12,131.98732659237842,1.2108929045172332,69,109,109,12.992533333333535,139.24337127157972,0.005883912581316597
2022-08-15,132.21900373898654,1.213018382926482,69,109,109,12.992533333333535,140.18763368932903,0.0017552984259134874
2022-08-16,132.32318785522435,1.2139742005066454,69,109,109,12.992533333333535,140.61226402913604,0.0007879662778542684
2022-08-17,132.16521929126344,1.21252494762627,69,109,109,12.992533333333535,138.741658464575,-0.0011938086326468422
2022-08-18,131.9913662566433,1.2109299656572778,69,109,109,12.992533333333535,139.2598360079659,-0.0013154219813081847
2022-08-19,132.50746352100163,1.2046133047363785,70,110,110,12.992533333333535,135.9941132997701,-0.005216371796919472
2022-08-22,133.17172739350406,1.2106520672136731,70,110,110,12.992533333333535,131.00574743970944,0.005013029869046726
2022-08-23,133.2970845493468,1.2117916777213347,70,110,110,12.992533333333535,130.4655579707064,0.0009413195900984661
2022-08-24,133.1908338845057,1.2108257625864156,70,110,110,12.992533333333535,131.07004566417004,-0.0007970966897011822
2022-08-25,133.17889720267033,1.210717247297003,70,110,110,12.992533333333535,134.16601127077647,-8.96208957272826e-05
2022-08-26,133.10977630625393,1.1991871739302156,71,111,111,12.992533333333535,126.4436538629391,-0.009523341137271268
2022-08-29,133.32868090520125,1.2011592874342456,71,111,111,12.992533333333535,125.25374954380788,0.0016445418587713867
2022-08-30,133.01095774721756,1.1982969166415995,71,111,111,12.992533333333535,123.3269524779759,-0.0023830068356381906
2022-08-31,133.79685923425203,1.2053771102184867,71,111,111,13.84039166666689,121.9720632384996,0.00590854693737386
2022-09-01,133.6640588711031,1.2041807105504783,71,111,111,13.84039166666689,122.43808495853803,-0.000992552171321326
2022-09-02,134.662160678068,1.2023407203398928,72,112,112,13.84039166666689,120.60349552552235,-0.0015280017313550331
2022-09-06,134.71921060470103,1.2028500946848306,72,112,112,13.84039166666689,119.89074073021331,0.00042365224459328665
2022-09-07,134.84135190459634,1.2039406420053245,72,112,112,13.84039166666689,122.87852521954261,0.0009066361014666846
2022-09-08,134.60916724101193,1.2018675646518922,72,112,112,13.84039166666689,123.960059325119,-0.0017219099356753365
2022-09-09,135.85646595114687,1.2022696101871404,73,113,113,13.84039166666689,126.52637999764131,0.0003345173354143416
2022-09-12,136.45746330538665,1.2075881708441296,73,113,113,13.84039166666689,128.5448581394002,0.004423767025236058
2022-09-13,136.03872759547755,1.2038825450927217,73,113,113,13.84039166666689,119.97054124538353,-0.003068617133618945
2022-09-14,136.2467319737634,1.205723291803216,73,113,113,13.84039166666689,120.55836558055944,0.0015290085548607113
2022-09-15,136.06635691586783,1.2041270523528127,73,113,113,13.84039166666689,118.42650108794194,-0.0013238853900018333
2022-09-16,136.60601607811415,1.1982983866501242,74,114,114,13.84039166666689,117.08450233872185,-0.004840573668118742
2022-09-19,136.98765170075797,1.2016460675505085,74,114,114,13.84039166666689,118.12046685011164,0.0027936955750584858
2022-09-20,136.62116368693086,1.1984312604116742,74,114,114,13.84039166666689,116.31577669409407,-0.0026753361290379196
2022-09-21,135.89567586566284,1.192067332154937,74,114,114,13.84039166666689,113.6339909278163,-0.0053102155016809816
2022-09-22,135.39483801614296,1.1876740176854645,74,114,114,13.84039166666689,112.32800588669201,-0.003685458321830426
2022-09-23,135.42902453308312,1.1776436915920272,75,115,115,13.84039166666689,109.72080371329905,-0.008445352802265105
2022-09-26,134.44099611322147,1.1690521401149694,75,115,115,13.84039166666689,108.36525473574932,-0.007295544092324802
2022-09-27,133.94388566938358,1.1647294406033355,75,115,115,13.84039166666689,108.0684774871648,-0.003697610537036211
2022-09-28,135.7383709279831,1.1803336602433314,75,115,115,13.84039166666689,110.52745553614425,0.013397291333095307
2022-09-29,133.82469956211187,1.163693039670538,75,115,115,13.84039166666689,107.76739708333507,-0.01409823436651192
2022-09-30,134.05384689373784,1.1556366111529124,76,116,116,14.688250000000243,105.84017482900279,-0.006923156058324942
2022-10-03,136.74379342580903,1.1788258053949054,76,116,116,14.688250000000243,108.84603315560693,0.020066164413793164
2022-10-04,138.20841135635476,1.191451822037541,76,116,116,14.688250000000243,112.50348896096787,0.01071067208136478
2022-10-05,138.10328687247772,1.1905455764868769,76,116,116,14.688250000000243,112.22397344055213,-0.0007606229088762406
2022-10-06,137.61406484132291,1.1863281451838181,76,116,116,14.688250000000243,110.92318084120856,-0.003542435826357604
2022-10-07,136.09932223541003,1.1632420703881199,77,117,117,14.688250000000243,107.45707147193495,-0.019460108815104515
2022-10-10,136.03483543900745,1.162690901188098,77,117,117,14.688250000000243,106.53143285557334,-0.00047382158370357086
2022-10-11,135.6316948431573,1.1592452550697205,77,117,117,14.688250000000243,105.7294813576505,-0.0029635100049861807
2022-10-12,135.4623649527529,1.15779799104917,77,117,117,14.688250000000243,105.31453194372078,-0.0012484536936607782
2022-10-13,137.20223896175355,1.1726687090748167,77,117,117,14.688250000000243,108.33996939980285,0.012843965994595585
2022-10-14,136.55229079063378,1.1572228033104557,78,118,118,14.688250000000243,105.45149765635509,-0.01317158515856287
2022-10-17,138.28949417352777,1.171944865877354,78,118,118,14.688250000000243,108.47746303218766,0.01272189117323208
2022-10-18,139.26175326480816,1.1801843497017641,78,118,118,14.688250000000243,109.80543479375795,0.00703060703989844
2022-10-19,138.86246195668525,1.1768005250566547,78,118,118,14.688250000000243,108.97725994063889,-0.002867200065790221
2022-10-20,137.72568932824308,1.1671668587139243,78,118,118,14.688250000000243,108.00299399813322,-0.008186320568021932
2022-10-21,140.66115238365686,1.1820264906189653,79,119,119,14.688250000000243,110.77690487807274,0.012731368950463784
2022-10-24,141.23391551049428,1.1868396261386074,79,119,119,14.688250000000243,112.29982492075423,0.004071935407405025
2022-10-25,141.75002502275942,1.1911766808635245,79,119,119,14.688250000000243,114.42414708540775,0.0036542887761741305
2022-10-26,141.6469144692436,1.1903102056238957,79,119,119,14.688250000000243,113.39794797095605,-0.0007274111838729835
2022-10-27,141.3300431409527,1.1876474213525439,79,119,119,14.688250000000243,112.55541870502759,-0.002237050693819853
2022-10-28,143.2891401034007,1.1940761675283393,80,120,120,14.688250000000243,115.79379223333044,0.005413008995947655
2022-10-31,143.90986499964873,1.1992488749970727,80,120,120,15.6435833333336,114.58802769919578,0.004331974466453392
2022-11-01,143.9353842264452,1.1994615352203766,80,120,120,15.6435833333336,113.91707019564596,0.00017732784890411857
2022-11-02,142.75875632534422,1.189656302711202,80,120,120,15.6435833333336,110.01380589534011,-0.008174695245540486
2022-11-03,141.65909804176772,1.1804924836813977,80,120,120,15.6435833333336,108.39995072831357,-0.007702913025316671
2022-11-04,143.93199419782135,1.1895206132051352,81,121,121,15.6435833333336,110.37607861679231,0.0076477653594058115
2022-11-07,144.1942287102,1.1916878405801654,81,121,121,15.6435833333336,111.85705172365874,0.0018219334334952375
2022-11-08,144.51799697688222,1.1943636113791918,81,121,121,15.6435833333336,112.71744626090421,0.0022453621728015793
2022-11-09,144.121341125743,1.1910854638491155,81,121,121,15.6435833333336,109.34595499028039,-0.002744681350674183
2022-11-10,145.57365493133847,1.203088057283789,81,121,121,15.6435833333336,117.9560792840984,0.01007702117015663
2022-11-11,146.85948283221273,1.2037662527230553,82,122,122,15.6435833333336,119.47599983511657,0.0005637122197001965
2022-11-14,146.83699054818413,1.203581889739214,82,122,122,15.6435833333336,117.78041464482962,-0.00015315513574509776
2022-11-15,147.11531994873638,1.205863278268331,82,122,122,15.6435833333336,119.33954926917525,0.0018954992166018148
2022-11-16,146.83420653572477,1.2035590699649572,82,122,122,15.6435833333336,117.7727155324836,-0.0019108371113868428
2022-11-17,146.61678287234903,1.201776908789746,82,122,122,15.6435833333336,117.17143617924597,-0.001480742590609263
2022-11-18,147.951282786864,1.2028559576167805,83,123,123,15.6435833333336,118.0023673587888,0.0008978778167081369
2022-11-21,147.98632978476374,1.2031408925590548,83,123,123,15.6435833333336,117.27329002741651,0.00023688201440075218
2022-11-22,147.95358722169922,1.2028746928593432,83,123,123,15.6435833333336,119.64908513217485,-0.00022125397063454955
2022-11-23,147.73289292503628,1.201080430284848,83,123,123,15.6435833333336,120.68460694694667,-0.0014916454599523954
2022-11-25,149.02991371061935,1.2018541428275755,84,124,124,15.6435833333336,120.59677377502737,0.0006441804588757094
2022-11-28,149.33933418288285,1.204349469216797,84,124,124,15.6435833333336,117.3780024537638,0.0020762306342356762
2022-11-29,149.49674792341358,1.2056189348662385,84,124,124,15.6435833333336,117.02116238154181,0.0010540675127019838
2022-11-30,149.82074160861188,1.208231787166225,84,124,124,16.646683333333527,123.16657937194002,0.0021672289845682258
2022-12-01,149.75125969893654,1.207671449184972,84,124,124,16.646683333333527,122.94443510077888,-0.0004637669586289306
2022-12-02,150.69446754228738,1.205555740338299,85,125,125,16.646683333333527,122.65405081328072,-0.0017518910860241377
2022-12-05,151.5824118993219,1.2126592951945752,85,125,125,16.646683333333527,118.582307557986,0.005892348747211562
2022-12-06,151.2532026574375,1.2100256212595,85,125,125,16.646683333333527,115.40679738200508,-0.0021718168866652343
2022-12-07,151.08358483909973,1.2086686787127978,85,125,125,16.646683333333527,114.97315655335927,-0.0011214163757042872
2022-12-08,151.39183626837595,1.2111346901470077,85,125,125,16.646683333333527,116.52237379459136,0.002040270818332246
2022-12-09,152.0930876027614,1.2070879968473125,86,126,126,16.646683333333527,114.91044122458365,-0.003341241343854162
2022-12-12,152.4707208074548,1.2100850857734509,86,126,126,16.646683333333527,117.39130512904694,0.002482908399359607
2022-12-13,152.37325254756053,1.2093115281552422,86,126,126,16.646683333333527,118.66782684893171,-0.0006392588647716746
2022-12-14,152.52325947333773,1.2105020593122042,86,126,126,16.646683333333527,117.53088549252769,0.0009844701958461322
2022-12-15,151.8979148213224,1.2055390065184317,86,126,126,16.646683333333527,113.00498079594095,-0.004099995333004647
2022-12-16,152.13469627167683,1.197910994265172,87,127,127,16.646683333333527,111.04134345590342,-0.0063274702950418815
2022-12-19,152.64134399280294,1.201900346400023,87,127,127,16.646683333333527,109.46005572794726,0.0033302575516458433
2022-12-20,152.70370038232252,1.2023913415930907,87,127,127,16.646683333333527,109.60254464350993,0.0004085157263979955
2022-12-21,152.5607654313037,1.2012658695378244,87,127,127,16.646683333333527,112.09075442863275,-0.000936028076994555
2022-12-22,152.68083062094536,1.2022112647318532,87,127,127,16.646683333333527,109.55028556432151,0.0007869991298368184
2022-12-23,153.5438553719494,1.1995613700933547,88,128,128,16.646683333333527,110.51174405265843,-0.0022041838370975286
2022-12-27,153.80326388734758,1.201587999119903,88,128,128,16.646683333333527,109.725996844021,0.001689475067366164
2022-12-28,151.56237217501857,1.1840810326173326,88,128,128,16.646683333333527,107.47904152942078,-0.014569857984095491
2022-12-29,153.5777768607247,1.1998263817244117,88,128,128,16.646683333333527,110.59214786712484,0.013297526666967263
2022-12-30,155.85285383828332,1.208161657661111,89,129,129,17.70949166666673,110.08567657120332,0.006947068395612099
2023-01-03,156.10250636842696,1.210096948592457,89,129,129,17.70949166666673,109.34009803381655,0.001601847665893219
2023-01-04,155.4961378624271,1.2053964175381946,89,129,129,17.70949166666673,110.63742974622821,-0.003884425177445472
2023-01-05,154.97742456784349,1.2013753842468486,89,129,129,17.70949166666673,108.52198751457543,-0.0033358596664474494
2023-01-06,156.68761836532332,1.2052893720409485,90,130,130,17.70949166666673,112.49168429574374,0.003257922415776493
2023-01-09,156.9193520953264,1.2070719391948184,90,130,130,17.70949166666673,112.31307449146715,0.0014789536813482052
2023-01-10,157.11892495659725,1.208607115050748,90,130,130,17.70949166666673,113.57576905373581,0.0012718180301281024
2023-01-11,157.1971849847552,1.2092091152673479,90,130,130,17.70949166666673,115.95718772011803,0.0004980942186283421
2023-01-12,157.43003708117752,1.211000285239827,90,130,130,17.70949166666673,116.57662959923043,0.0014812739582128476
2023-01-13,158.45837619465917,1.20960592515007,91,131,131,17.70949166666673,117.31154477308563,-0.001151411859065643
2023-01-17,158.85472075819382,1.2126314561694185,91,131,131,17.70949166666673,116.81661562525622,0.0025012534714339285
2023-01-18,158.32034370305846,1.2085522420080799,91,131,131,17.70949166666673,113.30865828343015,-0.0033639356298940104
2023-01-19,157.9323274177363,1.2055902856315748,91,131,131,17.70949166666673,111.6186403724128,-0.0024508302360050083
2023-01-20,159.71001067809712,1.2099243233189176,92,132,132,17.70949166666673,115.60767023166991,0.0035949507382371237
2023-01-23,159.7431781368627,1.2101755919459296,92,132,132,17.70949166666673,117.99156302359887,0.00020767301075719224
2023-01-24,159.67428014694661,1.2096536374768683,92,132,132,17.70949166666673,117.80472955738071,-0.0004313047400188452
2023-01-25,159.64606921540033,1.2094399182984874,92,132,132,17.70949166666673,117.7282288331592,-0.00017667799422871333
2023-01-26,159.32389755939698,1.2069992239348257,92,132,132,17.70949166666673,119.97452760738443,-0.0020180368836306695
2023-01-27,160.5242693394857,1.2069493935299676,93,133,133,17.70949166666673,120.46281835185604,-4.128453761198525e-05
2023-01-30,160.86584471634768,1.209517629446223,93,133,133,17.70949166666673,117.46734967040508,0.0021278737368963796
2023-01-31,160.9305394406155,1.2100040559444774,93,133,133,18.82006666666659,120.67923792320722,0.0004021656951598285
2023-02-01,160.85104689397843,1.209406367623898,93,133,133,18.82006666666659,123.02281165867723,-0.0004939556339857987
2023-02-02,161.0527552731794,1.2109229719787924,93,133,133,18.82006666666659,126.39985416935899,0.0012540072514040101
2023-02-03,161.88191517860832,1.2080739938702114,94,134,134,18.82006666666659,123.88153073105919,-0.002352732729089646
2023-02-06,162.27803193140707,1.2110300890403514,94,134,134,18.82006666666659,122.38612696614499,0.002446948767326429
2023-02-07,162.04175044789793,1.209266794387298,94,134,134,18.82006666666659,125.35190226980308,-0.001456028771713469
2023-02-08,162.07058313990296,1.2094819637306191,94,134,134,18.82006666666659,122.65630284228213,0.00017793372340979552
2023-02-09,162.76194356173704,1.2146413698637093,94,134,134,18.82006666666659,120.5458326748958,0.0042657983234211105
2023-02-10,163.38758896427254,1.210278436772389,95,135,135,18.82006666666659,121.00937636846287,-0.0035919516653789563
2023-02-13,163.05501464940858,1.2078149233289524,95,135,135,18.82006666666659,123.33224913621264,-0.0020354931299995105
2023-02-14,163.02534933551632,1.207595180263084,95,135,135,18.82006666666659,123.23358393056503,-0.00018193438549563012
2023-02-15,163.18858947947064,1.2088043665145973,95,135,135,18.82006666666659,123.7765116889478,0.0010013175534948626
2023-02-16,163.63084146471743,1.212080307146055,95,135,135,18.82006666666659,120.82700657301606,0.002710066841422387
2023-02-17,165.3131306257452,1.215537725189303,96,136,136,18.82006666666659,120.21803716403919,0.0028524661467264067
2023-02-21,165.6446015002713,1.2179750110314067,96,136,136,18.82006666666659,115.96661086441014,0.002005109172341202
2023-02-22,165.77902180525393,1.218963395626867,96,136,136,18.82006666666659,115.60965078240682,0.0008114982544866756
2023-02-23,165.92098940736858,1.2200072750541808,96,136,136,18.82006666666659,116.64898189267436,0.0008563665086736005
2023-02-24,166.91828674210578,1.218381655051867,97,137,137,18.82006666666659,114.46187726786819,-0.0013324674660171176
2023-02-27,166.8529674637271,1.2179048719980081,97,137,137,18.82006666666659,114.99435562600414,-0.00039132487909832037
2023-02-28,168.10342774172912,1.2270323192826944,97,137,137,19.978408333333114,114.39467773337462,0.0074943844092785206
2023-03-01,167.9625319933387,1.2260038831630562,97,137,137,19.978408333333114,113.48601020077606,-0.000838149169729574
2023-03-02,167.99231753118232,1.226221295848046,97,137,137,19.978408333333114,114.84045049671472,0.00017733441792122662
2023-03-03,168.7910992415999,1.2231239075478255,98,138,138,19.978408333333114,117.79983744115412,-0.002525961921154174
2023-03-06,168.83417822829458,1.2234360741180765,98,138,138,19.978408333333114,117.91249413200222,0.0002552207248380789
2023-03-07,169.44019936328357,1.227827531617997,98,138,138,19.978408333333114,114.45093210352395,0.0035894458180709687
2023-03-08,169.25588707915574,1.226491935356201,98,138,138,19.978408333333114,114.71803097870598,-0.0010877718795212488
2023-03-09,168.86252430256937,1.2236414804534013,98,138,138,19.978408333333114,110.67004240422891,-0.0023240714599332968
2023-03-10,167.99086144010116,1.2085673484899364,99,139,139,19.978408333333114,107.59891648750788,-0.012319075647778233
2023-03-13,168.43597294974782,1.211769589566531,99,139,139,19.978408333333114,107.3387701797354,0.0026496174007974993
2023-03-14,170.33620501375233,1.225440323839945,99,139,139,19.978408333333114,109.8039419359409,0.011281628447454395
2023-03-15,169.67487118707325,1.2206825265257069,99,139,139,19.978408333333114,108.69063173017628,-0.003882520610493212
2023-03-16,169.64585328198626,1.2204737646186061,99,139,139,19.978408333333114,111.35333430461343,-0.00017102064014540286
2023-03-17,171.53343711076027,1.2252388365054305,100,140,140,19.978408333333114,109.58964634332496,0.0039042804728486313
2023-03-20,170.76171487719895,1.2197265348371353,100,140,140,19.978408333333114,110.89964849546075,-0.004498960940560015
2023-03-21,171.05301845191408,1.2218072746565292,100,140,140,19.978408333333114,112.84364321396254,0.0017059068241649378
2023-03-22,171.3057951663832,1.2236128226170229,100,140,140,19.978408333333114,110.26290272545411,0.001477768219215525
2023-03-23,170.93672196848894,1.2209765854892067,100,140,140,19.978408333333114,110.68327165010791,-0.002154470008068232
2023-03-24,171.78346885527344,1.2183224741508754,101,141,141,19.978408333333114,111.50846949260547,-0.0021737610449490408
2023-03-27,171.9004837097159,1.2191523667355737,101,141,141,19.978408333333114,111.76948493967365,0.0006811764555822997
2023-03-28,172.06171414222126,1.2202958449802925,101,141,141,19.978408333333114,111.45155782877299,0.0009379289052939832
2023-03-29,172.58400507476017,1.2240000359912069,101,141,141,19.978408333333114,113.97151808740583,0.0030354860472168177
2023-03-30,172.1848347880978,1.2211690410503389,101,141,141,19.978408333333114,114.98478202566018,-0.0023129042954442847
2023-03-31,174.13430639084254,1.226297932329877,102,142,142,21.196458333332963,117.62152166805211,0.0041999846926408235
2023-04-03,173.85001090161114,1.2242958514197968,102,142,142,21.196458333332963,118.39561762613455,-0.0016326219406376241
2023-04-04,174.7649766123673,1.2307392719180794,102,142,142,21.196458333332963,117.07053839359278,0.005262960330062683
2023-04-05,174.52862841788183,1.2290748480132523,102,142,142,21.196458333332963,116.48440944225848,-0.0013523773416551643
2023-04-06,174.56385391577516,1.229322914899825,102,142,142,21.196458333332963,117.22490567756975,0.00020183220490910259
2023-04-10,174.3488874614753,1.2278090666301078,102,142,142,21.196458333332963,117.4065711171024,-0.0012314488336374607
2023-04-11,174.3295028360201,1.2276725551832401,102,142,142,21.196458333332963,117.35676811117379,-0.00011118296042744724
2023-04-12,174.49184091146677,1.2288157810666673,102,142,142,21.196458333332963,116.39317869431822,0.0009312140102835098
2023-04-13,173.92344659462657,1.2248130041875112,102,142,142,21.196458333332963,119.28931137990348,-0.0032574263293408956
2023-04-14,174.7731505286417,1.2221898638366553,103,143,143,21.196458333332963,118.77854204559067,-0.002141665986471142
2023-04-17,174.7733655551155,1.2221913675182903,103,143,143,21.196458333332963,119.54061271121905,1.2303175467298644e-06
2023-04-18,174.58166411543377,1.2208507980100263,103,143,143,21.196458333332963,119.70680308186054,-0.0010968572875670324
2023-04-19,174.80949069872017,1.222443990900141,103,143,143,21.196458333332963,119.6426568072282,0.0013049857465887715
2023-04-20,175.08917082948045,1.2243997960103528,103,143,143,21.196458333332963,118.1389710722118,0.0015999138813480585
2023-04-21,176.18913212535006,1.2235356397593753,104,144,144,21.196458333332963,118.31485049893544,-0.0007057794797036276
2023-04-24,176.25165550822194,1.223969829918208,104,144,144,21.196458333332963,118.48164840702182,0.00035486515040794586
2023-04-25,177.17119619797785,1.230355529152624,104,144,144,21.196458333332963,114.52843197935107,0.005217203135507553
2023-04-26,177.27540362430983,1.2310791918354849,104,144,144,21.196458333332963,113.56818540335148,0.0005881736341357691
2023-04-27,176.43569227272735,1.225247863005051,104,144,144,21.196458333332963,118.16408207432451,-0.004736761752702212
2023-04-28,177.82396715952365,1.2263721873070597,105,145,145,22.450333333332807,120.15603114867741,0.0009176300860882503
2023-05-01,178.07047737551602,1.2280722577621794,105,145,145,22.450333333332807,120.00709163479324,0.0013862597934912735
2023-05-02,179.63162905958723,1.2388388211006016,105,145,145,22.450333333332807,116.87714147184182,0.008767043852974332
2023-05-03,179.39003113366704,1.2371726285080484,105,145,145,22.450333333332807,115.0181782714387,-0.0013449631737185719
2023-05-04,179.34813898731113,1.2368837171538698,105,145,145,22.450333333332807,113.13254620990973,-0.00023352549799537936
2023-05-05,180.18203942079086,1.2341235576766496,106,146,146,22.450333333332807,117.72503074826332,-0.002231543223457977
2023-05-08,180.2080810676289,1.2343019251207459,106,146,146,22.450333333332807,117.79084730241235,0.0001445296485806935
2023-05-09,180.86703176400798,1.2388152860548491,106,146,146,22.450333333332807,116.65000154106984,0.0036566101390969052
2023-05-10,180.4651929378595,1.2360629653278048,106,146,146,22.450333333332807,117.67280192271707,-0.002221736168439903
2023-05-11,180.8531659692249,1.2387203148577048,106,146,146,22.450333333332807,117.22377803771262,0.002149849647178126
2023-05-12,181.96621554115242,1.2378654118445742,107,147,147,22.450333333332807,116.80351473378097,-0.0006901501516335395
2023-05-15,181.70908027823822,1.2361161923689674,107,147,147,22.450333333332807,117.4711685352473,-0.0014130934258840266
2023-05-16,181.87517344123853,1.2372460778315546,107,147,147,22.450333333332807,115.88869500156045,0.000914060886478385
2023-05-17,180.47576108001593,1.2277262658504484,107,147,147,22.450333333332807,118.67862490636809,-0.007694356160571569
2023-05-18,179.0539953139874,1.2180543898910707,107,147,147,22.450333333332807,120.93919461986185,-0.007877876549849616
2023-05-19,180.4858150480927,1.2194987503249506,108,148,148,22.450333333332807,120.53582102528169,0.0011857930531402605
2023-05-22,180.78826002848635,1.2215422974897727,108,148,148,22.450333333332807,120.53050893468298,0.0016757271495995152
2023-05-23,182.81506886954313,1.2352369518212374,108,148,148,22.450333333332807,117.67003951239367,0.01121095385694515
2023-05-24,183.1547666212217,1.2375322069001466,108,148,148,22.450333333332807,115.8337975456174,0.0018581496250780205
2023-05-25,182.31232224129323,1.231840015143873,108,148,148,22.450333333332807,117.90344862219884,-0.004599631205180255
2023-05-26,180.8742824508634,1.2139213587306268,109,149,149,22.450333333332807,121.06353247127089,-0.014546252916742164
2023-05-30,181.16641160560985,1.21588195708463,109,149,149,22.450333333332807,121.02494730414017,0.0016150950305819922
2023-05-31,183.92503004265043,1.2343961747828889,109,149,149,23.751974999999312,119.54091912335201,0.015226986131656295
2023-06-01,181.94184701001726,1.22108622154374,109,149,149,23.751974999999312,121.79589906613613,-0.010782561961106163
2023-06-02,182.6595813179882,1.2177305421199214,110,150,150,23.751974999999312,125.20483047948304,-0.0027481101371991112
